renglon,año,ent,id_ent,cvegeo,pob,pobh,pobm,nac,defs,emigintnal,inmigintnal,emigest,inmigest,crecnat,crecsoct,crect,e0h,e0m,e0,mnest,mnintnal,tmih,tmim,tmi,tbm,tbn,tcn,tcs,tc,temigest,tinmigest,tmnetest,tmnetintnal,tgf
1127,2030,Sonora,26,26,3476929.939,1726687.718,1750242.22,55057.84034,22989,5924.106874,2241.460757,18336.7396,22403.47026,32068.84034,384.0845454,32452.92488,74.77571947,79.73430715,77.19454273,4066.730662,-3682.646117,9.330818685,7.591893385,8.482562441,6.611867482,15.83518831,0.922332083,0.011046658,0.933378741,0.527383063,0.644346324,0.116963262,-0.105916604,2.112571023
1128,1990,Tabasco,27,27,1637553,820609,816944,50025,9251,1135,69,15536,12210,40774,-4392,36382,67.57889925,74.95372379,71.17637464,-3326,-1066,34.15661954,27.79106772,31.05147231,5.649282802,30.54862957,2.489934677,-0.26820506,2.221729617,0.948732652,0.745624722,-0.20310793,-0.06509713,3.739825007
1129,1991,Tabasco,27,27,1675650,837941,837709,50170,9262,1181,76,16006,12269,40908,-4842,36066,67.9098866,75.09938812,71.41696051,-3737,-1105,32.50207629,26.44487117,29.54734208,5.527407275,29.94062006,2.441321278,-0.288962492,2.152358786,0.95521141,0.732193477,-0.223017933,-0.065944559,3.605615441
1130,1992,Tabasco,27,27,1711673,854439,857234,50231,9291,1237,78,16455,12304,40940,-5310,35630,68.23070266,75.23993616,71.64984095,-4151,-1159,30.92726866,25.16355041,28.11569878,5.428022759,29.34614263,2.391811987,-0.310222805,2.081589182,0.961340163,0.718828888,-0.242511274,-0.067711531,3.48030088
1131,1993,Tabasco,27,27,1746827,870633,876194,50256,9311,1303,81,16900,12308,40945,-5814,35131,68.53997887,75.37541423,71.87433758,-4592,-1222,29.43133776,23.94640663,26.7557616,5.330235908,28.76987818,2.343964228,-0.332832043,2.011132184,0.967468444,0.704591811,-0.262876633,-0.069955411,3.362365223
1132,1994,Tabasco,27,27,1781609,886831,894778,50302,9337,1366,91,17350,12261,40965,-6364,34601,68.8365086,75.50589425,72.08986745,-5089,-1275,28.01302018,22.79241188,25.46638198,5.240768317,28.2340289,2.299326059,-0.3572052,1.942120858,0.973838816,0.68819814,-0.285640676,-0.071564524,3.255905327
1133,1995,Tabasco,27,27,1816022,902966,913056,50267,9376,1442,97,17774,12186,40891,-6933,33958,69.11925465,75.63147055,72.29594533,-5588,-1345,26.67070041,21.7002517,24.24609128,5.162933048,27.67973075,2.25167977,-0.381768503,1.869911268,0.978732636,0.671027113,-0.307705523,-0.074062979,3.153981242
1134,1996,Tabasco,27,27,1849738,918791,930947,50161,9410,1527,111,18196,12065,40751,-7547,33204,69.38735042,75.75225668,72.49218275,-6131,-1416,25.40246241,20.66836714,23.09314764,5.087206945,27.11789453,2.203068759,-0.408003728,1.795065031,0.983706882,0.652254536,-0.331452346,-0.076551382,3.056890325
1135,1997,Tabasco,27,27,1882554,934200,948354,50067,9460,1599,126,18608,11904,40607,-8177,32430,69.64009503,75.86838237,72.67828397,-6704,-1473,24.20613927,19.69499513,22.00558116,5.025088258,26.59525304,2.157016479,-0.43435673,1.722659748,0.988444422,0.632332459,-0.356111963,-0.078244767,2.969220455
1136,1998,Tabasco,27,27,1914591,949211,965380,49988,9513,1674,137,19003,11701,40475,-8839,31636,69.87694272,75.97999055,72.85403922,-7302,-1537,23.07936041,18.77820688,20.98123673,4.968685218,26.10897053,2.114028531,-0.461665181,1.652363351,0.992535743,0.611148804,-0.381386939,-0.080278242,2.89052468
1137,1999,Tabasco,27,27,1946169,963981,982188,49857,9579,1725,161,19366,11467,40278,-9463,30815,70.0974875,76.08723466,73.01931538,-7899,-1564,22.0195955,17.91594361,20.01781409,4.921977485,25.61802187,2.069604438,-0.486237321,1.583367118,0.995083161,0.589208851,-0.40587431,-0.080363011,2.816417294
1138,2000,Tabasco,27,27,1975910,977863,998047,49669,9657,2540,188,19500,11271,40012,-10581,29431,70.30144362,76.19027611,73.17404484,-8229,-2352,21.02419504,17.1060496,19.11290458,4.887368352,25.13727852,2.024991017,-0.535500099,1.489490918,0.986887055,0.570420718,-0.416466337,-0.119033762,2.749167923
1139,2001,Tabasco,27,27,2004482,991219,1013263,49448,9749,2414,217,19406,11145,39699,-10458,29241,70.48862294,76.28928195,73.3182127,-8261,-2197,20.09042709,16.34630204,18.26402463,4.863600671,24.6687174,1.980511673,-0.521730801,1.458780872,0.96813042,0.556003995,-0.412126425,-0.109604377,2.688264203
1140,2002,Tabasco,27,27,2033695,1004906,1028789,49255,9847,2289,244,19296,11028,39408,-10313,29095,70.65890989,76.38442284,73.45184304,-8268,-2045,19.21551027,15.6344379,17.4686457,4.841925657,24.2194626,1.937753695,-0.507106523,1.430647172,0.948814842,0.542264204,-0.406550638,-0.100555885,2.632395898
1141,2003,Tabasco,27,27,2062700,1018526,1044174,49147,9970,2311,275,19175,10913,39177,-10298,28879,70.81223489,76.47587116,73.57498429,-8262,-2036,18.39664287,14.96817761,16.72422079,4.833470694,23.82653803,1.899306734,-0.499248558,1.400058176,0.929606826,0.529063848,-0.400542978,-0.09870558,2.585713351
1142,2004,Tabasco,27,27,2092064,1032435,1059629,49139,10113,2353,310,19033,10796,39026,-10280,28746,70.94854662,76.56379945,73.68769434,-8237,-2043,17.63102827,14.34524572,16.02820751,4.833982134,23.48828717,1.865430503,-0.491380761,1.374049742,0.909771403,0.516045398,-0.393726005,-0.097654756,2.548631158
1143,2005,Tabasco,27,27,2120331,1045741,1074590,48755,10270,2984,347,18891,10685,38485,-10843,27642,71.06778373,76.648379,73.79002532,-8206,-2637,16.91589676,13.76338873,15.37808796,4.843583384,22.9940514,1.815046802,-0.511382421,1.303664381,0.8909458,0.503930754,-0.387015046,-0.124367375,2.497274279
1144,2006,Tabasco,27,27,2147091,1058277,1088814,48214,10442,2614,396,18718,10569,37772,-10367,27405,71.16984612,76.72977864,73.88200832,-8149,-2218,16.24852407,13.22039004,14.77138552,4.863324377,22.45549909,1.759217471,-0.482839339,1.276378132,0.871784195,0.492247418,-0.379536778,-0.103302561,2.442515799
1145,2007,Tabasco,27,27,2174464,1071288,1103176,47935,10624,2174,435,18540,10472,37311,-9807,27504,71.26452287,76.8081638,73.96873796,-8068,-1739,15.62624669,12.71408254,14.20567881,4.885801742,22.04451304,1.71587113,-0.451007697,1.264863433,0.852623911,0.481589946,-0.371033965,-0.079973731,2.403494702
1146,2008,Tabasco,27,27,2202203,1084570,1117633,47680,10992,1801,477,18346,10383,36688,-9287,27401,71.03227145,76.81877404,73.85495564,-7963,-1324,15.04647442,12.24235874,13.67861311,4.991365464,21.6510467,1.665968124,-0.421714074,1.244254049,0.83307488,0.47148242,-0.36159246,-0.060121615,2.368532673
1147,2009,Tabasco,27,27,2229667,1097814,1131853,47422,11244,1813,522,18138,10282,36178,-9147,27031,71.04822046,76.89980988,73.90265432,-7856,-1291,14.50670028,11.80317886,13.18790934,5.04290551,21.26864684,1.622574133,-0.410240632,1.212333501,0.813484704,0.461145095,-0.352339609,-0.057901023,2.336641028
1148,2010,Tabasco,27,27,2252640.988,1106389.888,1146251.1,47176.81095,11460,1577.160404,457.8251865,18123.26619,10297.07741,35716.81095,-8945.524003,26771.28695,71.08940696,77.02681947,73.98570574,-7826.188786,-1119.335217,14.00450813,11.39457707,12.73137103,5.087361929,20.94288935,1.585552742,-0.397112725,1.188440017,0.804534158,0.45711134,-0.347422817,-0.049689907,2.308673029
1149,2011,Tabasco,27,27,2283140.426,1123584.044,1159556.383,46926.98341,11667,1591.666432,394.2172684,18238.6526,10412.32591,35259.98341,-9023.775857,26236.20755,71.23464341,77.14607844,74.11827025,-7826.326694,-1197.449164,13.53757832,11.01466599,12.30688938,5.11006676,20.55370001,1.544363325,-0.395235254,1.149128072,0.798840597,0.456052803,-0.342787794,-0.05244746,2.282421186
1150,2012,Tabasco,27,27,2309070.952,1135992.549,1173078.403,46675.7033,11884,1605.5209,340.1106982,18346.83433,10524.18379,34791.7033,-9088.060744,25703.64255,71.37933246,77.2645164,74.25015389,-7822.650542,-1265.410201,13.10369142,10.66163984,11.91244675,5.146658654,20.21406196,1.506740331,-0.393580835,1.113159495,0.794554811,0.455775678,-0.338779133,-0.054801703,2.258716273
1151,2013,Tabasco,27,27,2334492.6,1148138.027,1186354.573,46423.12356,12074,1618.712722,294.0211999,18448.0408,10633.2266,34349.12356,-9139.505721,25209.61784,71.61353582,77.38220392,74.42752026,-7814.814199,-1324.691522,12.70073056,10.33377623,11.54611869,5.17200183,19.88574457,1.471374274,-0.391498595,1.07987568,0.790237707,0.455483414,-0.334754293,-0.056744302,2.237334053
1152,2014,Tabasco,27,27,2359443.657,1160062.611,1199381.047,46169.67405,12274,1631.247424,254.7116662,18542.59073,10738.82815,33895.67405,-9180.29834,24715.37571,71.84307794,77.49920653,74.60216506,-7803.762583,-1376.535758,12.32668233,10.02943699,11.20607484,5.202073787,19.56803415,1.436596036,-0.389087415,1.047508621,0.785888261,0.455142386,-0.330745876,-0.05834154,2.218065526
1153,2015,Tabasco,27,27,2383899.659,1171742.759,1212156.9,45916.35966,12484,1643.115663,221.1377183,18630.59424,10841.35137,33432.35966,-9211.220818,24221.13884,72.06810809,77.61558478,74.77419428,-7789.242873,-1421.977945,11.97963665,9.747067999,10.89057877,5.236797595,19.26102866,1.402423107,-0.386392975,1.016030132,0.781517551,0.454773813,-0.326743739,-0.059649236,2.200716825
1154,2016,Tabasco,27,27,2407860.472,1183180.214,1224680.258,45663.05555,12706,1654.283996,192.4214839,18712.17232,10939.51559,32957.05555,-9234.519239,23722.53631,72.28877213,77.73139434,74.94370979,-7772.656727,-1461.862512,11.65778567,9.485198341,10.59798697,5.276883835,18.96416179,1.368727796,-0.383515546,0.985212249,0.777128598,0.454325146,-0.322803452,-0.060712094,2.185108884
1155,2017,Tabasco,27,27,2431339.444,1194393.088,1236946.355,45410.08072,12938,1664.767604,167.824698,18787.5416,11033.06888,32472.08072,-9251.415625,23220.66509,72.50521243,77.84668616,75.11080937,-7754.472719,-1496.942906,11.35942195,9.242438765,10.32674722,5.321346648,18.67698105,1.33556344,-0.380506953,0.955056487,0.772723926,0.453785625,-0.318938301,-0.061568651,2.171076914
1156,2018,Tabasco,27,27,2454294.55,1205342.965,1248951.585,45160.61897,13213,1674.580295,146.7277987,18856.86423,11121.8175,31947.61897,-9262.899227,22684.71974,72.64315181,77.96150662,75.23747123,-7735.04673,-1527.852496,11.08293596,9.017479714,10.07539633,5.38362439,18.40065161,1.301702722,-0.377415956,0.924286767,0.768321155,0.453157405,-0.31516375,-0.062252206,2.158469766
1157,2019,Tabasco,27,27,2476693.929,1215997.093,1260696.836,44917.77159,13497,1683.703179,128.606318,18920.3304,11205.61888,31420.77159,-9269.808376,22150.96322,72.78091363,78.07589774,75.36383271,-7714.711514,-1555.096861,10.8268132,8.809088925,9.842557458,5.449603539,18.1361819,1.268657836,-0.374281548,0.894376288,0.763934945,0.452442619,-0.311492325,-0.062789222,2.1471492
1158,2020,Tabasco,27,27,2498557.769,1226376.432,1272181.336,44677.58802,13788,1692.133458,113.3955064,18978.1003,11284.52846,30889.58802,-9272.309796,21617.27823,72.91854243,78.18989737,75.48993509,-7693.571844,-1578.737951,10.58963086,8.616108746,9.626937146,5.518383514,17.88135083,1.236296731,-0.37110648,0.865190251,0.759562198,0.451641687,-0.307920511,-0.06318597,2.136989106
1159,2021,Tabasco,27,27,2519893.424,1236489.694,1283403.73,44433.61391,14088,1699.885414,113.393553,19030.11079,11358.74876,30345.61391,-9257.853891,21087.76002,73.05607776,78.30353942,75.61581516,-7671.36203,-1586.491861,10.37005424,8.437453222,9.427322036,5.590712632,17.63313221,1.204241958,-0.367390692,0.836851266,0.755195065,0.450763062,-0.304432003,-0.062958689,2.127874702
1160,2022,Tabasco,27,27,2540700.375,1246340.872,1294359.502,44188.26593,14397,1707.005876,113.3915928,19076.4497,11428.98951,29791.26593,-9241.074473,20550.19146,73.19355444,78.4168541,75.7415055,-7647.460189,-1593.614284,10.16683301,8.272105038,9.242575461,5.666547754,17.39215941,1.172561166,-0.363721538,0.808839628,0.750834293,0.44983618,-0.300998113,-0.062723425,2.119701724
1161,2023,Tabasco,27,27,2560964.499,1255921.831,1305042.668,43946.2307,14714,1713.530928,113.389627,19117.20795,11495.4672,29232.2307,-9221.882048,20010.34865,73.33100285,78.52986812,75.86703469,-7621.740746,-1600.141301,9.978797315,8.119112361,9.071633923,5.745491594,17.1600312,1.141453961,-0.360094099,0.781359861,0.746484692,0.448872572,-0.29761212,-0.062481979,2.112375632
1162,2024,Tabasco,27,27,2580691.299,1265236.892,1315454.406,43709.67755,15041,1719.535384,113.3876566,19152.55969,11558.39485,28668.67755,-9200.31257,19468.36499,73.46844914,78.64260494,75.99242758,-7594.164842,-1606.147727,9.804853862,7.977585642,8.913503511,5.828283301,16.93719725,1.110891394,-0.356505738,0.754385656,0.74214842,0.447879793,-0.294268627,-0.062237112,2.105810843
1163,2025,Tabasco,27,27,2599883.725,1274288.827,1325594.898,43475.51956,15375,1724.929134,113.3856827,19182.71681,11617.9741,28100.51956,-9176.286164,18924.2334,73.60591548,78.75508498,76.11770548,-7564.742712,-1611.543452,9.643981954,7.846694408,8.767256321,5.913726007,16.72210151,1.08083755,-0.352949868,0.727887683,0.737829797,0.446865142,-0.290964655,-0.061985212,2.099929985
1164,2026,Tabasco,27,27,2618528.324,1283071.742,1335456.582,43238.84522,15719,1729.667189,113.3837063,19207.86072,11674.42885,27519.84522,-9149.715348,18370.12987,73.74342038,78.86732587,76.24288647,-7533.431865,-1616.283483,9.495229594,7.725664079,8.632026904,6.002990251,16.51265133,1.050966108,-0.34942205,0.701544058,0.733536489,0.445839319,-0.287697169,-0.061724881,2.094663203
1165,2027,Tabasco,27,27,2636611.163,1291580.081,1345031.082,43002.1276,16072,1733.853594,113.3817285,19228.22437,11728.03263,26930.1276,-9120.663602,17809.464,73.88097882,78.9793426,76.36798555,-7500.191737,-1620.471866,9.357709648,7.61377285,8.507008771,6.095703539,16.30962054,1.021391701,-0.345923727,0.675467974,0.72927797,0.444814647,-0.284463323,-0.061460404,2.089947495
1166,2028,Tabasco,27,27,2654130.381,1299814.34,1354316.041,42767.62881,16435,1737.508575,113.3797502,19244.08062,11779.02415,26332.62881,-9089.185295,17243.44352,74.0186026,79.0911478,76.49301489,-7465.05647,-1624.128825,9.230596085,7.510348633,8.391450986,6.192235362,16.11361263,0.992137726,-0.342454363,0.649683363,0.725061616,0.443799756,-0.28126186,-0.061192503,2.085726099
1167,2029,Tabasco,27,27,2671083.645,1307774.467,1363309.178,42534.77368,16805,1740.656452,113.3777725,19255.65571,11827.63851,25729.77368,-9055.295874,16674.4778,74.15630048,79.20275187,76.61798408,-7428.017194,-1627.27868,9.113120349,7.414766102,8.284654863,6.291454045,15.92416387,0.963270983,-0.339012067,0.624258916,0.720893026,0.442803,-0.278090026,-0.060922041,2.08194792
1168,2030,Tabasco,27,27,2687425.547,1315438.981,1371986.567,42304.90822,17186,1743.312953,113.3757963,19263.20619,11874.10217,25118.90822,-9019.04118,16099.86704,74.29407842,79.3141632,76.74290027,-7389.104023,-1629.937156,9.004567845,7.326443838,8.185970769,6.394967859,15.7417973,0.934682944,-0.335601527,0.599081417,0.71679032,0.441839298,-0.274951023,-0.060650505,2.078567
1169,1990,Tamaulipas,28,28,2252956,1129459,1123497,58270,11673,10347,2495,22230,30811,46597,729,47326,68.37605922,74.46174739,71.3446876,8581,-7852,29.65891825,24.1315744,26.96265296,5.181193064,25.86379849,2.068260543,0.032357489,2.100618032,0.986703691,1.36758108,0.38087739,-0.3485199,2.949460787
1170,1991,Tamaulipas,28,28,2300861,1152198,1148663,58616,11511,10740,2600,22239,31988,47105,1609,48714,69.08164182,74.96592923,71.95202593,9749,-8140,28.42840029,23.13038023,25.84400026,5.00290978,25.47568063,2.047277085,0.069930343,2.117207428,0.966551217,1.390262167,0.42371095,-0.353780606,2.86864299
1171,1992,Tamaulipas,28,28,2350664,1175972,1174692,58842,11434,11262,2815,22234,33201,47408,2520,49928,69.68341268,75.39381742,72.46897597,10967,-8447,27.25408698,22.17491622,24.77644271,4.864157532,25.03207604,2.016791851,0.107203752,2.123995603,0.945860404,1.41240943,0.466549026,-0.359345274,2.790690152
1172,1993,Tamaulipas,28,28,2401107,1200048,1201059,58953,11410,11842,3103,22219,34442,47543,3484,51027,70.19251334,75.75567359,72.90625005,12223,-8739,26.13483741,21.26425408,23.7589431,4.751974818,24.55242519,1.980045038,0.145099739,2.125144777,0.925364842,1.434421706,0.509056864,-0.363957125,2.713550129
1173,1994,Tamaulipas,28,28,2452645,1224633,1228012,59225,11452,12450,3497,22170,35688,47773,4565,52338,70.62158297,76.06138614,73.27514549,13518,-8953,25.06936374,20.39734595,22.79033067,4.669244836,24.14740005,1.947815522,0.186125591,2.133941113,0.903922092,1.455082166,0.551160074,-0.365034483,2.649775241
1174,1995,Tamaulipas,28,28,2505876,1249906,1255970,59740,11562,13121,3825,22120,36949,48178,5533,53711,70.98295203,76.31986278,73.58632313,14829,-9296,24.05625357,19.57304268,21.86932143,4.613955359,23.83996654,1.922601118,0.220801029,2.143402148,0.882725243,1.474494348,0.591769106,-0.370968077,2.601667327
1175,1996,Tamaulipas,28,28,2560332,1275541,1284791,60113,11714,13875,4092,22058,38201,48399,6360,54759,71.28776317,76.53883407,73.84926117,16143,-9783,23.09399137,18.79011116,20.99453761,4.575187905,23.47859574,1.890340784,0.248405285,2.138746069,0.861528895,1.492033064,0.630504169,-0.382098884,2.551983243
1176,1997,Tamaulipas,28,28,2615528,1301296,1314232,60381,11904,14580,4464,21970,39447,48477,7361,55838,71.5456663,76.72487924,74.07211164,17477,-10116,22.18097846,18.04725065,20.16452587,4.551279895,23.08558731,1.853430741,0.281434571,2.134865312,0.839983361,1.508184963,0.668201602,-0.386767031,2.502361769
1177,1998,Tamaulipas,28,28,2671744,1327291,1344453,60682,12140,15152,4930,21868,40670,48542,8580,57122,71.7648292,76.88355608,74.26176914,18802,-10222,21.31555164,17.34310792,19.37777422,4.543848512,22.71250539,1.816865688,0.321138552,2.13800424,0.818491592,1.52222668,0.703735088,-0.382596536,2.457994223
1178,1999,Tamaulipas,28,28,2729528,1354125,1375403,61148,12411,15683,5500,21742,41883,48737,9958,58695,71.95209795,77.01956728,74.42403421,20141,-10183,20.4960004,16.67629123,18.63272763,4.546939984,22.40240804,1.785546805,0.364824981,2.150371786,0.796547975,1.534441119,0.737893145,-0.373068164,2.423981818
1179,2000,Tamaulipas,28,28,2790660,1383617,1407043,61753,12715,14516,6062,22026,41672,49038,11192,60230,72.11321055,77.13692747,74.56380417,19646,-8454,19.72058252,16.04538305,17.92780229,4.556269843,22.12845707,1.757218722,0.401052081,2.158270803,0.789275655,1.493266826,0.703991171,-0.30293909,2.39966953
1180,2001,Tamaulipas,28,28,2852000,1413680,1438320,62205,13050,13722,6351,22710,40070,49155,9989,59144,72.25301265,77.23911362,74.68525703,17360,-7371,18.98753822,15.44895155,17.26139838,4.575736325,21.81100982,1.723527349,0.350245442,2.073772791,0.79628331,1.404978962,0.608695652,-0.25845021,2.375818572
1181,2002,Tamaulipas,28,28,2911087,1442035,1469052,62722,13406,13000,6603,23387,38496,49316,8712,58028,72.37565114,77.32919217,74.79201262,15109,-6397,18.29510275,14.88556088,16.63191159,4.605152646,21.54590364,1.6940751,0.299269654,1.993344754,0.803376883,1.322392632,0.519015749,-0.219746095,2.359442556
1182,2003,Tamaulipas,28,28,2968581,1469398,1499183,63213,13787,13100,6825,24042,36939,49426,6622,56048,72.4847361,77.4099205,74.88726507,12897,-6275,17.6415176,14.35378023,16.03774327,4.644306489,21.29401219,1.66497057,0.223069541,1.888040111,0.809881893,1.244331888,0.434449995,-0.211380454,2.346253084
1183,2004,Tamaulipas,28,28,3022458,1495031,1527427,63919,14180,13319,7019,24698,35401,49739,4403,54142,72.58346862,77.48382347,74.97388562,10703,-6300,17.02504022,13.85219181,15.47730929,4.691545755,21.14801926,1.645647351,0.145676135,1.791323486,0.817149486,1.171265242,0.354115756,-0.208439621,2.347921547
