renglon,año,ent,id_ent,cvegeo,pob,pobh,pobm,nac,defs,emigintnal,inmigintnal,emigest,inmigest,crecnat,crecsoct,crect,e0h,e0m,e0,mnest,mnintnal,tmih,tmim,tmi,tbm,tbn,tcn,tcs,tc,temigest,tinmigest,tmnetest,tmnetintnal,tgf
79,2027,Baja California,2,2,4044848.016,2009565.211,2035282.805,62666.17173,24622,7303.194288,7477.189621,37994.36002,42479.78645,38044.17173,4659.42176,42703.59349,72.87453817,78.8114528,75.77059409,4485.426427,173.9953329,11.61368274,9.449314595,10.5578934,6.087249731,15.49283718,0.940558745,0.115193989,1.055752733,0.939327259,1.050219595,0.110892335,0.004301653,1.980165863
80,2028,Baja California,2,2,4087146.406,2028973.951,2058172.455,62673.30886,25269,7338.009875,7477.061035,38222.78698,42573.66276,37404.30886,4489.926937,41894.2358,73.02725842,78.92793604,75.90563775,4350.875777,139.05116,11.42497371,9.295774066,10.38633974,6.182553178,15.33424611,0.915169293,0.10985481,1.025024103,0.935194955,1.041647608,0.106452653,0.003402158,1.98012326
81,2029,Baja California,2,2,4128623.615,2047979.038,2080644.576,62664.08562,25930,7371.509276,7476.933729,38438.8906,42657.37294,36734.08562,4323.906798,41057.99242,73.18009694,79.04427879,76.04067345,4218.482345,105.4244526,11.24510324,9.14942491,10.22282113,6.28054345,15.17796037,0.889741692,0.104729983,0.994471675,0.931034025,1.033210506,0.102176482,0.002553501,1.980091598
82,2030,Baja California,2,2,4169239.774,2066560.782,2102678.992,62631.80785,26607,7404.195948,7476.807718,38643.0963,42731.7179,36024.80785,4161.233363,40186.04122,73.33303157,79.16046772,76.17568335,4088.621594,72.61176932,11.07368197,9.009950329,10.06698361,6.381738984,15.02235689,0.864061791,0.099807965,0.963869756,0.926861932,1.024928289,0.098066358,0.001741607,1.980068069
83,1990,Baja California Sur,3,3,339387,180639,158748,8843,1511,543,296,3396,7854,7332,4211,11543,68.70158182,76.65897079,72.58323498,4458,-247,26.19761266,21.3153303,23.81601151,4.452144602,26.05580061,2.1603656,1.240766441,3.401132041,1.000627602,2.314172317,1.313544714,-0.072778274,3.040614224
84,1991,Baja California Sur,3,3,351246,186635,164611,8995,1511,567,309,3511,8135,7484,4366,11850,69.43078764,76.77951775,73.01553404,4624,-258,25.23228932,20.52990813,22.93844484,4.301828348,25.60883256,2.130700421,1.243003479,3.3737039,0.999584337,2.31604061,1.316456273,-0.073452794,2.951114691
85,1992,Baja California Sur,3,3,363307,192691,170616,9108,1529,593,313,3624,8419,7579,4515,12094,69.99797197,76.8935884,73.3616873,4795,-280,24.30968111,19.77924054,22.0997101,4.208561905,25.06970689,2.086114498,1.242750621,3.32886512,0.997503489,2.317323916,1.319820427,-0.077069806,2.859882088
86,1993,Baja California Sur,3,3,375535,198788,176747,9191,1537,624,335,3736,8708,7654,4683,12337,70.43547158,77.00165132,73.63848608,4972,-289,23.42869268,19.06243631,21.29881152,4.092827566,24.4744165,2.038158893,1.247020917,3.28517981,0.994847351,2.318825143,1.323977792,-0.076956875,2.766118802
87,1994,Baja California Sur,3,3,387994,204993,183001,9278,1569,661,362,3862,8999,7709,4838,12547,70.77117924,77.10415022,73.86043338,5137,-299,22.58817056,18.37855696,20.53470051,4.043876967,23.91274092,1.986886395,1.246926499,3.233812894,0.995376217,2.319365763,1.323989546,-0.077063047,2.681120582
88,1995,Baja California Sur,3,3,400667,211274,189393,9391,1601,691,383,3978,9277,7790,4991,12781,71.02760276,77.2015054,74.03926258,5299,-308,21.78691456,17.72662594,19.80628597,3.995836942,23.43841644,1.94425795,1.245672841,3.18993079,0.992844432,2.315389089,1.322544657,-0.076871816,2.611131797
89,1996,Baja California Sur,3,3,413575,217620,195955,9485,1631,731,392,4100,9559,7854,5120,12974,71.22256878,77.29411503,74.18429866,5459,-339,21.02368828,17.10563728,19.11244389,3.943661972,22.93417155,1.899050958,1.237985855,3.137036813,0.99135586,2.31130992,1.319954059,-0.081968204,2.542263248
90,1997,Baja California Sur,3,3,426653,223992,202661,9571,1682,774,426,4218,9837,7889,5271,13160,71.37040584,77.38235629,74.3030646,5619,-348,20.29722887,16.51456349,18.45202625,3.942313777,22.4327498,1.849043602,1.235430197,3.0844738,0.988625417,2.305620727,1.31699531,-0.081565113,2.478460372
91,1998,Baja California Sur,3,3,439911,230438,209473,9653,1726,806,454,4340,10102,7927,5410,13337,71.50465032,77.46658636,74.41291181,5762,-352,19.606256,15.95236283,17.82386909,3.923520894,21.94307485,1.801955396,1.229794208,3.031749604,0.986563191,2.296373585,1.309810393,-0.080016185,2.419848452
92,1999,Baja California Sur,3,3,453340,236969,216371,9732,1778,827,488,4451,10367,7954,5577,13531,71.63546143,77.54714325,74.51920866,5916,-339,18.94947993,15.41798594,17.22679993,3.922001147,21.46733136,1.754533022,1.230202497,2.984735519,0.981823797,2.286804606,1.304980809,-0.074778312,2.366730227
93,2000,Baja California Sur,3,3,466455,243325,223130,9801,1836,1223,521,4522,10965,7965,5741,13706,71.76294018,77.62434646,74.62216275,6443,-702,18.32560889,14.91038178,16.65964444,3.936071004,21.01167315,1.707560215,1.230772529,2.938332744,0.96943971,2.350709072,1.381269361,-0.150496832,2.319991657
94,2001,Baja California Sur,3,3,480190,249966,230224,9874,1890,1148,552,4544,11877,7984,6737,14721,71.8871877,77.69849743,74.72197294,7333,-596,17.7333556,14.42850296,16.12123236,3.935942023,20.56269393,1.662675191,1.402986318,3.065661509,0.946292093,2.473395947,1.527103855,-0.124117537,2.275697441
95,2002,Baja California Sur,3,3,495522,257392,238130,9981,1956,1090,579,4565,12756,8025,7680,15705,72.00830478,77.76725113,74.81754691,8191,-511,17.17144308,13.97131051,15.6104028,3.947352489,20.14239529,1.61950428,1.549880732,3.169385012,0.921250721,2.574255028,1.653004307,-0.103123575,2.234900302
96,2003,Baja California Sur,3,3,511831,265295,246536,10102,2014,1094,604,4590,13609,8088,8529,16617,72.12639148,77.83402381,74.91060237,9019,-490,16.63860976,13.53777794,15.12600888,3.934892572,19.7369835,1.580209092,1.666370345,3.246579437,0.896780383,2.658885452,1.76210507,-0.095734725,2.197051413
97,2004,Baja California Sur,3,3,529124,273702,255422,10239,2090,1111,630,4624,14409,8149,9304,17453,72.24154677,77.8988939,75.0012283,9785,-481,16.13361389,13.12689494,14.66692172,3.949924781,19.3508516,1.540092681,1.758377998,3.29847068,0.873897234,2.7231802,1.849282966,-0.090904967,2.162640161
98,2005,Baja California Sur,3,3,546776,282237,264539,10387,2173,1398,655,4652,15180,8214,9785,17999,72.35386823,77.96193851,75.08951227,10528,-743,15.65523733,12.73767038,14.23203394,3.974205159,18.99681039,1.502260524,1.789581108,3.291841632,0.850805449,2.776274013,1.925468565,-0.135887457,2.131852575
99,2006,Baja California Sur,3,3,565024,291039,273985,10548,2258,1214,679,4673,15933,8290,10725,19015,72.46345181,78.02323313,75.17554026,11260,-535,15.20228881,12.36913499,13.82026255,3.996290423,18.66823356,1.467194314,1.898149459,3.365343773,0.827044515,2.819880217,1.992835703,-0.094686243,2.102371887
100,2007,Baja California Sur,3,3,584639,300559,284080,10727,2350,1005,703,4706,16665,8377,11657,20034,72.57039156,78.08285152,75.25939642,11959,-302,14.77360656,12.02034352,13.43055142,4.019574472,18.34807462,1.432850015,1.993879984,3.426729999,0.804941169,2.850476961,2.045535792,-0.051655808,2.072844324
101,2008,Baja California Sur,3,3,605343,310661,294682,10928,2458,837,721,4730,17372,8470,12526,20996,72.6720849,78.04885804,75.29490107,12642,-116,14.36806053,11.69037652,13.06187321,4.060507844,18.05257515,1.399206731,2.069240084,3.468446814,0.781375187,2.869777961,2.088402773,-0.01916269,2.046614097
102,2009,Baja California Sur,3,3,626900,321237,305663,11136,2560,830,737,4756,18049,8576,13200,21776,72.77348303,78.10876087,75.37605759,13293,-93,13.98455412,11.37834176,12.71323102,4.083585899,17.76359866,1.368001276,2.105598979,3.473600255,0.758653693,2.879087574,2.120433881,-0.014834902,2.021940922
103,2010,Baja California Sur,3,3,649616.0547,332425.5381,317190.5167,11370.79714,2676,774.1159518,696.9843467,4854.045542,18885.27038,8694.797141,13954.09323,22648.89037,72.87252588,78.25235753,75.496834,14031.22484,-77.13160518,13.62202554,11.08337532,12.38365958,4.119356319,17.50387334,1.338451702,2.148052396,3.486504098,0.747217608,2.907143418,2.159925811,-0.011873414,1.998159794
104,2011,Baja California Sur,3,3,672682.4143,343658.6849,329023.7293,11621.68753,2785,797.7213228,653.9744252,5006.896965,19025.15977,8836.687527,13874.51591,22711.20344,72.99136875,78.35041367,75.605537,14018.26281,-143.7468976,13.27944872,10.80464237,12.07222611,4.140140935,17.27663349,1.313649255,2.062565576,3.376214831,0.7443181,2.828252883,2.083934783,-0.021369207,1.980548342
105,2012,Baja California Sur,3,3,695408.9643,354754.3076,340654.6567,11875.15353,2899,821.143704,614.468119,5157.984518,19158.52503,8976.153526,13793.86493,22770.01845,73.1103703,78.4484579,75.71431547,14000.54051,-206.6755851,12.95583402,10.54133768,11.77803093,4.16876996,17.07650338,1.290773342,1.983561564,3.274334905,0.74171959,2.755001159,2.013281569,-0.029720006,1.964918527
106,2013,Baja California Sur,3,3,718196.0222,365863.8924,352332.1298,12129.68346,3017,844.4194784,578.1532903,5307.528576,19286.70924,9112.683462,13712.91447,22825.59793,73.23027043,78.54650483,75.8235555,13979.18066,-266.2661881,12.65022857,10.29268598,11.50020779,4.200802994,16.88909864,1.268829565,1.909355391,3.178184956,0.73900835,2.685438047,1.946429697,-0.037074306,1.951072801
107,2014,Baja California Sur,3,3,741037.2813,376986.1003,364051.1811,12384.49316,3139,867.5521206,544.7485435,5455.825947,19409.59341,9245.493157,13630.96389,22876.45705,73.35034422,78.64456732,75.93289207,13953.76747,-322.8035771,12.36171637,10.05794195,11.23792397,4.235954221,16.7123753,1.247642108,1.839443741,3.087085849,0.736241763,2.619246548,1.883004785,-0.043561044,1.938827435
108,2015,Baja California Sur,3,3,763928.554,388119.7152,375808.8388,12639.08879,3267,890.5349945,513.9998456,5603.194167,19528.70042,9372.088792,13548.97111,22921.0599,73.4706042,78.74265661,76.04233708,13925.50626,-376.535149,12.08941815,9.836390225,10.99038014,4.276577937,16.54485714,1.22682792,1.773591396,3.000419316,0.733470969,2.55635168,1.822880711,-0.049289315,1.928013009
109,2016,Baja California Sur,3,3,786863.9047,399262.639,387601.2657,12893.12474,3399,913.3789292,485.6777547,5749.653159,19641.11705,9494.124745,13463.76272,22957.88747,73.59106116,78.84078234,76.15190076,13891.4639,-427.7011744,11.83249114,9.627345063,10.75681013,4.319679654,16.38545709,1.206577743,1.711066252,2.917643995,0.730704906,2.496126323,1.765421417,-0.054355165,1.918474429
110,2017,Baja California Sur,3,3,809833.2754,410410.8266,399422.4488,13146.64683,3536,936.0825896,459.5748975,5895.150122,19746.48673,9610.64683,13374.82891,22985.47574,73.71172419,78.9389526,76.26159171,13851.33661,-476.5076921,11.59012851,9.430150012,10.53648046,4.366330833,16.23376963,1.18674388,1.65155339,2.83829727,0.727946147,2.438339758,1.710393612,-0.058840221,1.910070593
111,2018,Baja California Sur,3,3,832827.197,421560.1398,411267.0571,13399.29425,3677,958.6385475,435.5037596,6039.639564,19843.95615,9722.294248,13281.1818,23003.47604,73.8319204,79.03717405,76.37106852,13804.31658,-523.1347878,11.36155882,9.244177401,10.32868983,4.41508156,16.08892493,1.167384337,1.594710384,2.762094721,0.725197206,2.382721916,1.65752471,-0.062814326,1.90267381
112,2019,Baja California Sur,3,3,855834.312,432705.018,423129.2941,13649.94097,3824,981.0387824,413.2945779,6183.05605,19933.36363,9825.940967,13182.56337,23008.50434,73.9523536,79.13545193,76.48069425,13750.30758,-567.7442045,11.14604527,9.068827746,10.13276843,4.468154579,15.94927987,1.148112529,1.54031723,2.68842976,0.722459472,2.3291148,1.606655328,-0.066338098,1.896169056
113,2020,Baja California Sur,3,3,878829.7634,443831.0283,434998.735,13896.91888,3976,1003.270408,392.8558313,6325.305807,20014.63208,9920.91888,13078.9117,22999.83058,74.07302848,79.2337902,76.59047322,13689.32627,-610.4145763,10.94288491,8.903529086,9.948077191,4.524198162,15.8129816,1.128878344,1.488219021,2.617097365,0.719741874,2.277418553,1.557676679,-0.069457659,1.890453122
114,2021,Baja California Sur,3,3,901819.1475,454945.9488,446873.1986,14139.64649,4133,1025.303593,392.8480574,6466.290761,20087.86079,10006.64649,12989.1145,22995.76098,74.19394823,79.33219154,76.70040838,13621.57003,-632.4555352,10.75140768,8.74773625,9.774006983,4.582958802,15.67902669,1.109606789,1.440323654,2.549930443,0.717027442,2.227482179,1.510454737,-0.070131083,1.885433721
115,2022,Baja California Sur,3,3,924809.4245,466057.9812,458751.4433,14378.89635,4296,1047.129247,392.8402298,6606.094648,20154.58115,10082.89635,12894.19748,22977.09384,74.31511469,79.4306575,76.81050143,13548.4865,-654.2890168,10.57097551,8.600930072,9.609977734,4.64528138,15.54795612,1.090267474,1.39425455,2.484522024,0.714319564,2.179322638,1.465003074,-0.070748524,1.881028572
116,2023,Baja California Sur,3,3,947775.4563,477151.902,470623.5543,14614.54727,4464,1068.722413,392.8323524,6744.620838,20214.86756,10150.54727,12794.35667,22944.90393,74.43652835,79.52918853,76.92075283,13470.24673,-675.8900604,10.40098126,8.462616574,9.455437513,4.709976366,15.41984145,1.070986508,1.349935428,2.420921937,0.71162645,2.13287519,1.42124874,-0.071313311,1.877164505
117,2024,Baja California Sur,3,3,970703.6664,488221.0296,482482.6369,14845.192,4638,1090.057663,392.8244292,6881.750486,20268.79023,10207.192,12689.80651,22896.99851,74.55818844,79.62778407,77.03116191,13387.03975,-697.2332342,10.24084774,8.332326116,9.309861582,4.777977214,15.2932275,1.051525028,1.307279137,2.358804165,0.708944524,2.08805127,1.379106746,-0.071827609,1.873776598
118,2025,Baja California Sur,3,3,993576.7858,499256.7968,494319.9889,15068.27896,4817,1111.113068,392.816464,7017.322042,20316.39832,10251.27896,12580.77968,22832.05863,74.680093,79.72644261,77.14172696,13299.07628,-718.296604,10.09002657,8.209612525,9.172751424,4.848140646,15.16569144,1.03175508,1.266211113,2.297966193,0.70626872,2.044773853,1.338505133,-0.07229402,1.870807356
119,2026,Baja California Sur,3,3,1016374.084,510248.8046,506125.2795,15282.99377,5002,1131.857851,392.8084606,7151.161592,20357.83745,10280.99377,12467.62647,22748.62023,74.80223896,79.82516177,77.25244521,13206.67586,-739.04939,9.947997143,8.094052221,9.043633767,4.921416315,15.03678026,1.011536395,1.226676935,2.23821333,0.703595429,2.002986673,1.299391244,-0.072714309,1.86820595
120,2027,Baja California Sur,3,3,1039077.197,521187.8927,517889.3047,15490.80017,5194,1152.267401,392.8004228,7283.124859,20393.4574,10296.80017,12350.86557,22647.66574,74.92462216,79.92393839,77.363313,13110.33255,-759.4669787,9.814265548,7.985243332,8.922059589,4.998666137,14.90822839,0.990956225,1.188637918,2.179594143,0.700922403,1.962650846,1.261728443,-0.073090525,1.865927507
121,2028,Baja California Sur,3,3,1061671.334,532066.8026,529604.5314,15692.53276,5390,1172.333707,392.7923541,7413.085368,20423.64961,10302.53276,12231.02289,22533.55565,75.04723743,80.02276854,77.47432578,13010.56425,-779.5413532,9.688363458,7.882804814,8.807603144,5.076900758,14.78097058,0.970406983,1.152053607,2.122460589,0.69824673,1.9237262,1.225479471,-0.073425864,1.863932467
122,2029,Baja California Sur,3,3,1084142.399,542878.6068,541263.7919,15888.32725,5593,1192.066075,392.7842584,7540.952243,20448.83068,10295.32725,12108.59662,22403.92387,75.17007866,80.12164767,77.58547818,12907.87843,-799.2818167,9.569847075,7.786375575,8.699860977,5.1589164,14.65520329,0.949628689,1.11688249,2.066511179,0.695568428,1.886175718,1.19060729,-0.0737248,1.862185987
123,2030,Baja California Sur,3,3,1106467.914,553612.1872,552855.7267,16077.71447,5803,1211.502465,392.7761391,7666.672342,20469.43348,10274.71447,11984.03482,22258.74928,75.29313885,80.22057057,77.69676408,12802.76114,-818.7263262,9.458296063,7.695613615,8.598450966,5.24461661,14.53066489,0.928604828,1.083089231,2.011694059,0.692896038,1.849979853,1.157083814,-0.073994584,1.860657414
124,1990,Campeche,4,4,553106,279113,273993,16012,3213,740,142,6616,9354,12799,2140,14939,67.97244651,74.641515,71.22565065,2738,-598,30.49790908,24.81420785,27.72537189,5.809013101,28.949243,2.31402299,0.386905946,2.700928936,1.196154083,1.691176736,0.495022654,-0.108116708,3.506886448
125,1991,Campeche,4,4,568384,286136,282248,16298,3212,760,149,6711,9450,13086,2128,15214,68.37401542,75.06784764,71.63929943,2739,-611,29.09009687,23.66876063,26.44554261,5.651109109,28.67427655,2.302316744,0.374394775,2.676711519,1.180715854,1.662608377,0.481892523,-0.107497748,3.431390246
126,1992,Campeche,4,4,583930,293460,290470,16466,3205,805,150,6798,9515,13261,2062,15323,68.73890712,75.43323461,72.00443273,2717,-655,27.75260311,22.58052707,25.22963919,5.488671587,28.19858545,2.270991386,0.353124518,2.624115904,1.164180638,1.629476136,0.465295498,-0.112170979,3.337888083
127,1993,Campeche,4,4,599335,300746,298589,16530,3211,846,158,6887,9563,13319,1988,15307,69.06976059,75.74551831,72.32622777,2676,-688,26.48396547,21.54831736,24.07633225,5.357604679,27.58056846,2.222296378,0.331700969,2.553997347,1.149106927,1.595601792,0.446494865,-0.114793897,3.230376656
128,1994,Campeche,4,4,614694,308032,306662,16507,3228,881,168,6961,9596,13279,1922,15201,69.36930473,76.01195729,72.60962305,2635,-713,25.28248068,20.57074564,22.98407335,5.251393376,26.85401191,2.160261854,0.312675901,2.472937754,1.132433373,1.561101947,0.428668573,-0.115992673,3.113224541
129,1995,Campeche,4,4,629897,315259,314638,16436,3241,935,172,7029,9590,13195,1798,14993,69.64024838,76.23899847,72.85915086,2561,-763,24.14624347,19.64626173,21.95113043,5.145285658,26.09315491,2.094786925,0.285443493,2.380230419,1.115896726,1.522471134,0.406574408,-0.121130915,2.996972249
130,1996,Campeche,4,4,644818,322374,322444,16306,3264,988,176,7085,9570,13042,1673,14715,69.88521019,76.4322333,73.07888,2485,-812,23.07318357,18.77318118,20.97562143,5.061893433,25.28775561,2.022586218,0.259453055,2.282039273,1.09875965,1.484139711,0.385380061,-0.125927006,2.879215147
131,1997,Campeche,4,4,659417,329333,330084,16147,3298,1034,182,7123,9528,12849,1553,14402,70.10667808,76.59645256,73.27242173,2405,-852,22.06110026,17.94971339,20.05554569,5.001387589,24.48678151,1.948539392,0.235511065,2.184050457,1.080196598,1.444912703,0.364716105,-0.12920504,2.765642501
132,1998,Campeche,4,4,673672,336089,337583,15965,3341,1080,189,7149,9453,12624,1413,14037,70.30698973,76.73574682,73.4429688,2304,-891,21.10769434,17.17398767,19.18881304,4.959386764,23.69847641,1.873908965,0.209745989,2.083654954,1.061198922,1.403205121,0.342006199,-0.13226021,2.656225787
